TIF,20171201,84,0.39,-3
TIF,20171201,85,0.37,-1
TIF,20171201,86,0.39,-1
ADSK,20171201,107,0.22,-3
ADSK,20171201,108,0.19,-1
ADSK,20171208,106,0.55,-1
ADSK,20171201,106,0.16,-1
TIF,20171215,75,0.49,-1
DIS,20171201,96.5,0.19,-3
SNPS,20180119,70,0.47,-3
MA,20171208,135,0.14,-3
MA,20171208,136,0.12,-1
MA,20171208,134,0.11,-1
CPB,20180216,39,0.25,-3
MMM,20171208,205,0.17,-3
DIS,20171222,90,0.15,-1
CPB,20180216,38,0.18,-1
BLK,20171215,410,0.42,-3
CRM,20180216,87.5,0.41,-3
AMZN,20171222,990,1.24,-3
NKE,20171222,51.5,0.16,-2
NKE,20171222,51,0.14,-1
NKE,20171222,50.5,0.13,-1
NVDA,20180216,165,1.4,-2
AMZN,20180216,1010,8.15,-1
ACN,20171222,128,0.74,-2
AMZN,20180216,1005,7.58,-1
NKE,20171222,50,0.11,-1
NVDA,20180216,160,1.06,-1
V,20171208,104,0.18,-2
V,20180105,99.5,0.43,-1
PM,20180105,85,0.26,-2
V,20180105,100,0.26,-1
UNP,20171222,100,0.15,-2
PM,20180119,87.5,0.3,-1
TXN,20171222,85,0.12,-2
ACN,20171222,130,0.44,-1
ACN,20171222,129,0.4,-1
TDG,20180216,220,1.69,-2
TDG,20180216,218,1.58,-1
BA,20180216,225,1.36,-1
BA,20180216,220,1.13,-1
IBM,20180216,130,0.63,-1
