DIS,20171222,100,0.45,-3
DIS,20171222,99.5,0.16,-1
QCOM,20171229,56,0.16,-3
DIS,20180126,98,0.57,-1
DIS,20180126,98.5,0.53,-1
CME,20180105,134,0.26,-3
UNP,20171229,117,0.14,-3
ORCL,20180316,43,0.39,-3
CME,20180105,132,0.2,-1
CME,20180112,134,0.28,-1
CME,20180105,133,0.2,-1
PM,20180105,95,0.15,-3
PM,20180112,94.5,0.18,-1
PM,20180105,96,0.13,-1
ADBE,20180216,150,0.74,-3
PM,20180105,95.5,0.13,-1
TXT,20180119,49,0.14,-3
TXT,20180119,48,0.11,-1
ORCL,20180316,42,0.27,-1
CTSH,20180126,63.5,0.18,-3
QCOM,20180119,55,0.11,-1
INTU,20180216,145,0.62,-3
ADBE,20180216,145,0.53,-1
ADBE,20180126,150,0.35,-1
TEL,20180119,85,0.18,-3
TXN,20180119,93,0.21,-3
TXN,20180119,92,0.16,-1
PSA,20180216,190,0.69,-3
ADP,20180119,110,0.28,-3
TXN,20180119,92.5,0.17,-1
ORCL,20180216,43,0.16,-1
ITW,20180119,145,0.26,-3
MA,20180126,130,0.6,-3
TEL,20180216,85,0.96,-1
MA,20180126,115,0.27,-1
HP,20180216,47.5,0.4,-2
UNP,20180126,117,0.45,-1
QCOM,20180126,55,0.19,-1
UNP,20180126,116,0.4,-1
ADP,20180216,110,0.76,-1
INTC,20180126,39.5,0.1,-2
HON,20180126,135,0.3,-2
ADSK,20180216,90,0.57,-2
AAPL,20180126,157.5,0.48,-2
BA,20180126,262.5,0.73,-2
BA,20180119,265,0.64,-1
BA,20180112,265,0.48,-1
ADSK,20180126,90,0.23,-1
IBM,20180112,138,0.24,-2
ADSK,20180119,90,0.17,-1
AAPL,20180119,157.5,0.3,-1
IBM,20180112,137,0.19,-1
V,20180112,99,0.44,-2
AAPL,20180126,155,0.32,-1
T,20180216,34,0.22,-2
T,20180126,34.5,0.12,-1
MMM,20180126,217.5,0.75,-2
MMM,20180126,215,0.64,-1
MMM,20180126,212.5,0.57,-1
CAT,20180126,129,0.33,-2
CAT,20180126,127,0.3,-1
V,20171229,102,0.1,-1
AMZN,20180126,1000,2.44,-2
AMZN,20180119,1050,2.06,-1
V,20180126,102,0.27,-1
AMZN,20180119,1045,1.87,-1
NVDA,20180216,155,1.03,-1
RHT,20171222,101,0.14,-1
NVDA,20180216,150,0.74,-1
HP,20180316,47.5,0.64,-1
MDT,20180126,74.5,0.17,-1
MDT,20180119,74.5,0.13,-1
MDT,20180216,72.5,0.22,-1
MRK,20180316,50,0.36,-1
CSCO,20180216,35,0.23,-1
BLK,20180216,460,2,-1
APD,20180216,145,0.66,-1
INTC,20180316,39,0.24,-1
MCD,20180316,160,1.26,-1
CMI,20180216,145,0.56,-1
CMI,20180316,145,0.81,-1
MCD,20180216,160,0.76,-1
WLTW,20180216,135,0.5,-1
MRK,20180216,50,0.18,-1
PFE,20180316,34,0.23,-1
BLK,20180216,450,1.58,-1
HON,20180316,135,0.7,-1
PG,20180126,85.5,0.26,-1
CRM,20180216,87.5,0.36,-1
GD,20180216,180,1.1,-1
CRM,20180216,85,0.28,-1
RTN,20180216,170,0.72,-1
CPB,20180216,44,0.36,-1
GLW,20180216,29,0.17,-1
EBAY,20180216,33,0.14,-1
