Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,64.709999,64.989998,64.410004,64.680000,49.845879,9506200
2010-01-05,64.580002,64.620003,63.820000,63.930000,49.267895,10673100
2010-01-06,63.900002,64.540001,63.830002,64.449997,49.668625,13171500
2010-01-07,64.250000,64.349998,63.740002,63.990002,49.314129,10901600
2010-01-08,63.919998,64.260002,63.630001,64.209999,49.483665,7898000
2010-01-11,64.750000,64.750000,64.010002,64.220001,49.491383,7975700
2010-01-12,64.129997,64.720001,64.019997,64.559998,49.753407,10820700
2010-01-13,64.540001,65.230003,64.540001,64.970001,50.069370,13023800
2010-01-14,65.199997,65.269997,64.750000,65.099998,50.169556,7899000
2010-01-15,65.139999,65.199997,63.980000,64.559998,49.753407,20995000
2010-01-19,64.139999,65.750000,64.110001,65.349998,50.362217,15181800
2010-01-20,65.470001,65.949997,64.470001,65.150002,50.208084,13033000
2010-01-21,65.070000,65.470001,63.799999,63.970001,49.298721,14473900
2010-01-22,63.910000,64.190002,63.090000,63.200001,48.705315,14017200
2010-01-25,63.669998,63.700001,63.049999,63.220001,48.720722,10001700
2010-01-26,62.639999,63.009998,62.220001,62.790001,48.389339,15630300
2010-01-27,62.779999,63.720001,62.700001,63.439999,48.890266,14982400
2010-01-28,63.570000,64.070000,63.040001,63.799999,49.167690,17096000
2010-01-29,63.950001,64.269997,62.820000,62.860001,48.443287,17844400
2010-02-01,63.259998,63.259998,62.770000,63.090000,48.620537,10153400
2010-02-02,63.200001,64.199997,62.630001,63.990002,49.314129,13609300
2010-02-03,63.869999,63.869999,63.290001,63.630001,49.036697,9255900
2010-02-04,63.490002,63.619999,62.619999,62.639999,48.273735,18397000
2010-02-05,62.689999,63.599998,61.889999,62.639999,48.273735,16775200
2010-02-08,62.500000,62.980000,62.259998,62.369999,48.065659,10081200
2010-02-09,62.549999,63.470001,62.470001,62.759998,48.366211,11356400
2010-02-10,62.790001,63.070000,62.209999,62.730000,48.343102,10115800
2010-02-11,62.619999,63.209999,62.259998,62.910000,48.481827,8353600
2010-02-12,62.610001,63.000000,62.110001,62.720001,48.335388,12335800
2010-02-16,63.250000,63.709999,62.820000,63.610001,49.021282,10212400
2010-02-17,63.630001,64.360001,63.610001,63.980000,49.306423,9485500
2010-02-18,63.980000,64.699997,63.950001,64.529999,49.730278,8260600
2010-02-19,64.150002,64.459999,63.619999,63.810001,49.551670,14222300
2010-02-22,63.810001,64.099998,63.389999,63.490002,49.303188,9839700
2010-02-23,63.560001,63.849998,63.230000,63.310001,49.163399,12481400
2010-02-24,63.549999,63.849998,63.250000,63.450001,49.272114,8519300
2010-02-25,62.790001,63.349998,62.520000,63.279999,49.140106,10528900
2010-02-26,63.459999,63.590000,63.000000,63.000000,48.922665,9357800
2010-03-01,63.270000,63.459999,63.169998,63.389999,49.225521,9219400
2010-03-02,63.310001,63.639999,63.020000,63.439999,49.264351,9014000
2010-03-03,63.590000,63.750000,63.220001,63.400002,49.233276,9360400
2010-03-04,63.529999,63.700001,63.369999,63.570000,49.365295,8067200
2010-03-05,63.660000,64.070000,63.549999,64.040001,49.730282,10633600
2010-03-08,64.080002,64.410004,64.019997,64.199997,49.854527,33380500
2010-03-09,64.550003,64.550003,64.089996,64.269997,49.908878,8827100
2010-03-10,64.489998,64.559998,64.150002,64.290001,49.924423,8436600
2010-03-11,64.150002,64.220001,63.599998,64.220001,49.870064,9957800
2010-03-12,64.260002,64.260002,63.849998,64.180000,49.838997,8223000
2010-03-15,64.139999,64.570000,64.070000,64.570000,50.141850,7444700
2010-03-16,64.699997,64.720001,64.230003,64.529999,50.110790,8882000
2010-03-17,64.720001,64.739998,64.480003,64.650002,50.203979,8060700
2010-03-18,64.580002,65.150002,64.370003,65.059998,50.522366,11742100
2010-03-19,65.110001,65.489998,64.809998,65.110001,50.561188,23117600
2010-03-22,65.070000,65.440002,64.980003,65.099998,50.553429,8803800
2010-03-23,65.180000,65.389999,64.870003,65.360001,50.755325,9453900
2010-03-24,65.309998,65.309998,64.750000,64.750000,50.281635,9312500
2010-03-25,65.040001,65.250000,64.529999,64.570000,50.141850,10496600
2010-03-26,64.680000,64.720001,64.330002,64.379997,49.994305,9450400
2010-03-29,64.459999,64.930000,64.400002,64.820000,50.335983,7812900
2010-03-30,64.949997,64.980003,64.559998,64.900002,50.398117,8311600
2010-03-31,64.839996,65.309998,64.699997,65.199997,50.631069,11939100
2010-04-01,65.370003,65.769997,65.239998,65.769997,51.073711,10600600
2010-04-05,65.769997,65.889999,65.379997,65.400002,50.786381,8617600
2010-04-06,65.129997,65.449997,65.000000,65.309998,50.716492,8260100
